datetime,dato1,dato2,dato3,dato4,dato5,dato6,dato7,dato8,dato9,dato10,dato11,dato12,dato13,dato14,dato15,dato16,dato17,dato18,dato19,dato20,dato21,dato22,dato23,dato24,dato25,dato26,dato27,dato28,dato29,dato30,dato31,dato32,dato33,dato34,dato35,dato36,dato37,dato38,dato39,dato40,dato41,dato42,dato43,dato44,dato45,dato46,dato47,dato48,dato49,dato50,texto1,texto2,texto3,texto4,texto5,texto6,texto7,texto8,texto9,texto10
2025-02-20 18:49:02.232293,55.38393897107075,31.65891143351638,20.00705185688757,71.92891856373691,23.27215153110682,4.100409342745371,11.200916527418148,95.17654365437959,73.40030765733619,16.955994860427126,81.15665506934519,64.5070724052999,88.47638550469537,56.30161421173728,10.108598934288192,10.946334146146308,15.16593981593103,29.726269333092258,50.43727401832899,40.45519328214724,85.47129547702093,70.54238384095895,18.780307875101133,88.73974486760955,31.61952770817762,53.67387154962291,46.469876941766366,79.79439851328551,84.8670285937152,18.106518343411913,4.107312194980572,70.84696644534196,56.63276882649606,29.818142725741936,21.660506679778145,3.1855260191496204,72.10189844138165,52.98791798381016,85.86171035509528,82.29634709561037,3.5985713112757223,46.02058933658155,67.66455483086796,78.11776054590047,15.766297707343135,10.74802565176377,48.51464162902138,36.64345923652611,47.017520182068196,56.49512143644155,Texto_73,Texto_83,Texto_64,Texto_74,Texto_25,Texto_88,Texto_8,Texto_26,Texto_50,Texto_16
2025-03-05 18:49:02.232293,19.476907809994948,43.55549165891759,23.511431546429872,0.09211244155731269,58.90873505810771,96.32843530224152,6.8236993122703264,3.837858960670304,53.45436285620975,63.80464182845521,80.03973921973808,9.38774925707233,88.66694410241497,83.68971234523023,80.84532435167401,64.33495433876814,65.87514298208404,68.77131378981878,54.39765157311264,50.97430197500612,50.29102905040026,94.55464705748807,62.78567840663799,18.628160789960436,75.52765527628283,0.3639967182665904,88.76697431698499,44.15234131907643,4.402261551445519,67.53330794697892,76.43174756593362,33.90236981068971,88.85218753570959,28.767765392603195,93.71741083690553,7.429300981119791,97.98603458668697,74.6028286558375,53.58607995397278,46.39327935793509,30.977406982992385,61.87925299568634,45.61740074194317,79.66115194895977,47.82060243799647,45.6579290108766,94.0569995623833,67.47849573811476,46.55995713059805,50.0521441399254,Texto_52,Texto_54,Texto_21,Texto_69,Texto_89,Texto_72,Texto_81,Texto_74,Texto_40,Texto_83
2025-03-19 18:49:02.232293,84.63921501113558,91.09212530558807,25.064079790130055,46.19797396132385,32.10549493105612,62.344707426105096,86.57944690603682,50.59201638186477,26.163742760699872,44.00469385403333,18.830696397274583,77.6978452620345,73.10821195001668,41.485303408151495,50.83426107442539,13.998098160721796,59.39863793073663,45.48629294976079,65.38702831712418,13.760107556870182,90.16177645002057,16.063009620283573,6.286731297505288,58.309608754185525,6.21833742589607,88.68965025641134,30.183330932110795,36.129502276325034,67.91902297116327,25.59089314793086,86.23115826163372,93.63300058468987,19.06633749411141,94.96153111028875,47.90261311836047,89.556656694861,12.96530639986636,16.35954790622902,40.4106286535161,5.685327058870948,24.42088124885313,66.11296445788142,30.223887783705973,67.88468795837721,70.39554797590144,29.5350958019609,47.3290472155224,57.64912157781209,58.22799783171978,9.64568857875049,Texto_89,Texto_66,Texto_79,Texto_33,Texto_85,Texto_3,Texto_34,Texto_85,Texto_36,Texto_33
2025-03-05 18:49:02.232293,9.581790009607516,36.15502619890355,24.512065336385646,86.3062897614836,68.60016407196665,63.940252875087786,95.25107436370607,66.76533176415994,79.82181956536735,50.727334322140514,3.058110049795426,83.66861649348532,61.90194761524255,76.56404629051495,27.2098586657078,58.92675032566235,69.93248660282755,10.04655122225049,61.47844931485239,32.08705238007763,66.0517571238965,15.643546722101975,38.25668408527655,23.876664957610505,94.71702668635034,28.838493277705947,22.086949666161658,61.80880664404803,79.79397380642338,23.146258678513554,21.791337544020294,58.40174268353169,82.276567495517,30.78245291955265,43.08832147107652,26.578329937045385,70.81048235054924,32.7180989868705,52.89837803373004,63.38522309102945,32.47323580447261,21.347895544168548,28.242890812216626,56.626851394074784,91.69618082842669,19.549351817901194,10.11983686247202,11.245741905899354,13.72301914670614,90.12381345745965,Texto_40,Texto_15,Texto_21,Texto_22,Texto_68,Texto_65,Texto_21,Texto_74,Texto_98,Texto_47
2025-03-04 18:49:02.232293,14.693231162094733,37.166171867231746,0.912207809161869,46.392373687999566,52.925402783974185,75.69116494265212,66.77885381631215,24.529247433571843,57.01859188160508,33.58871990095735,96.74706396877511,41.40512449701814,13.954394980253348,12.747956675094418,7.757836683083353,92.19649670605266,65.22705426184866,20.15405611529255,57.128048355789694,82.89736311237165,71.85920383901123,64.46688608269542,78.41423264544574,5.267235053072805,6.409288481015974,24.676136302257756,46.89110600195184,17.76666071532572,83.17814634588423,82.62291470564153,30.37302747344315,42.96696798267827,60.63549095023394,9.153560675273887,3.2616552175172786,66.58817548552285,34.14394973998181,82.43474932255933,32.04738304147199,38.28990335584923,78.82692525036342,76.13933977642684,41.21318069120448,40.314604169769275,87.36389624166665,48.52141394512157,76.64261409286668,4.10776331878393,28.869273772096548,3.6122961156906164,Texto_23,Texto_37,Texto_27,Texto_68,Texto_84,Texto_75,Texto_56,Texto_58,Texto_91,Texto_26
2025-03-12 18:49:02.232293,66.84527984727177,91.03331386990484,75.01424208302444,30.84868287347904,2.4660331478685626,57.916587969799735,44.223862375958234,55.75797270744084,73.56312183420938,76.29980187665781,63.579476888698984,23.71285622239464,92.0841212108129,42.27094315344873,1.9813810345999605,31.927782485409452,55.707000357824946,48.49640512923278,36.465614318477044,52.5232032209111,5.154706648964336,48.14025874640202,39.85846334395223,79.08899767235292,92.95170117673791,57.864091479398105,87.69435991415577,78.86988260304766,28.981031588053042,42.80838666512079,64.54267392788137,41.48471205148415,80.84370367790955,0.1615302141970698,88.45117592182848,35.53034208909659,60.67168869902797,14.716276994874011,56.92524857845189,41.77854074260653,82.42157949605739,63.03976726018541,3.674185966893495,49.874564604403325,16.13242823137665,57.23703580248329,62.35681167184072,68.95172368838821,29.206846036419563,5.141478880902584,Texto_12,Texto_80,Texto_16,Texto_18,Texto_84,Texto_19,Texto_38,Texto_90,Texto_75,Texto_58
2025-03-05 18:49:02.232293,67.69500050401385,3.9741825637111927,8.278844707965538,91.87555494788323,94.21515263479573,52.73356769866666,47.79870198414204,49.15118153468326,55.08192868062404,20.95079338043083,92.15525162259894,19.79259405810837,93.17101862774197,31.73057343380361,20.76462303870681,67.64077373252174,1.3477496341557038,23.495522670706126,68.32570492468622,16.96152707816526,72.24758732393394,8.640721057623457,75.15574074127593,95.47537159992949,27.77117726301843,71.1235857701785,97.92057734292011,62.62478528920919,79.15916017997836,64.61925972025226,86.68506252750929,43.754115499968236,69.77134129757036,89.27581791191507,64.67434142777795,27.73167000689468,16.81182824164592,32.77401675990507,66.76465893893695,72.19826038200024,47.76076937731582,4.579909999203036,95.95476326704842,32.72160342639807,1.629558909028428,68.77111646132452,44.90092842301716,46.982540221784106,71.22213090447507,46.973903239193085,Texto_1,Texto_65,Texto_97,Texto_99,Texto_55,Texto_18,Texto_18,Texto_53,Texto_7,Texto_99
2025-02-25 18:49:02.232293,51.662674393220385,39.44735284382266,27.627745576203967,94.43330043005986,51.994185832138406,32.19433658888785,19.458923027910924,3.2823004890106366,71.33134461701007,7.641666783520195,41.22251475761972,89.67456608686656,16.783613938385876,78.3296507853365,67.71113121136335,77.1308415616181,30.922984846842873,5.926997035917569,71.11584748835119,89.94532858851734,71.99673995519491,80.98435891531648,66.56529983181818,4.6042350026579415,48.45699167246884,25.32433222517222,88.63002222762206,12.352268566218793,66.8474353569238,16.38429631586169,86.40933462064812,61.3458040575086,4.667339076648469,33.70602813287032,48.20096356885541,95.91084360724092,95.4993339398906,97.29570161633882,46.31257501909589,36.96786943972478,78.9786664471192,8.300990020595389,57.08436624445886,71.39685119722836,51.132075111465426,70.01618399727802,67.70161346983504,79.16541595746739,59.49861412202917,49.647832099907916,Texto_51,Texto_6,Texto_26,Texto_46,Texto_93,Texto_66,Texto_31,Texto_89,Texto_99,Texto_64
2025-02-23 18:49:02.232293,54.73497192611683,62.33174810147004,99.40020539499427,97.71104320312088,24.877718338303513,67.80239309688581,8.02420001123263,47.99650880447119,43.213213442948,57.97520995895697,72.23263350982441,55.2349400681154,19.758442426913312,77.02112496717312,12.385251943477682,66.97340874225159,16.810920494024806,96.3186934905956,36.24917814105982,2.890830946284473,34.31404687008208,64.05046092592298,78.06392048710225,8.71126688102548,46.18663739280871,78.39098968628966,68.94033713658587,62.15161351014231,84.70357259997735,36.420695747758835,32.59526505899426,42.29673769547798,21.075821732890287,11.339256602916647,88.36493920587395,67.96555076555168,72.1836084704424,72.46806952215768,77.07351772310265,15.910438124875304,96.40620136353736,15.139945892751905,30.116324811821226,11.008611625777753,96.48894610737749,55.095402858568875,55.97222673929808,4.15053480289711,34.78086642547734,14.810947237489813,Texto_18,Texto_26,Texto_22,Texto_39,Texto_19,Texto_13,Texto_15,Texto_57,Texto_70,Texto_36
2025-03-16 18:49:02.232293,24.02297898760978,39.48588110716962,11.60763936575674,80.42460025019248,35.20969889042792,0.2478542808996953,10.340289205509078,7.185515934902254,26.82279597777165,2.6139363109913383,33.06265270066145,5.227293861133708,44.684504646703346,79.7003174716997,13.219474156468946,74.20532998649956,15.66764152383211,31.255180240051907,86.95627803563252,33.793240540814416,77.72589695442879,64.98609654267936,85.59037801743284,67.20516253925787,73.96081038675477,86.40033431505168,29.838675758954725,67.3253312990893,16.06710392147015,55.36375135303951,71.32091537909571,53.942719926172764,37.57271558819095,57.94241425058897,44.26408914967978,95.69249216517146,44.48113185533549,3.992427024710332,61.53583214134354,72.80967891592071,32.089521069650694,85.24626635669208,35.41731647269788,48.04118216866209,91.66122894901665,24.790700821564794,54.931687814706734,16.95132403218763,80.31103138706284,61.43184540262148,Texto_47,Texto_65,Texto_47,Texto_7,Texto_47,Texto_100,Texto_40,Texto_73,Texto_2,Texto_52
